LM,Label,X,Y
324,blue_filtered_0049_top_20250704_t0,517.147,510.873
380,blue_filtered_0049_top_20250704_t0,24.598,227.474
9,blue_filtered_0049_top_20250704_t1,344.000,187.000
212,blue_filtered_0049_top_20250704_t1,176.232,42.376
317,blue_filtered_0049_top_20250704_t1,65.382,375.971
318,blue_filtered_0049_top_20250704_t1,244.206,318.454
319,blue_filtered_0049_top_20250704_t1,130.219,98.846
322,blue_filtered_0049_top_20250704_t1,377.016,95.709
323,blue_filtered_0049_top_20250704_t1,487.866,286.036
324,blue_filtered_0049_top_20250704_t1,516.101,510.873
380,blue_filtered_0049_top_20250704_t1,26.690,225.382
39,blue_filtered_0050_top_20250704_t0,450.000,372.000
40,blue_filtered_0050_top_20250704_t0,190.873,400.023
238,blue_filtered_0050_top_20250704_t0,487.866,235.840
336,blue_filtered_0050_top_20250704_t0,368.650,431.395
337,blue_filtered_0050_top_20250704_t0,85.252,65.382
339,blue_filtered_0050_top_20250704_t0,162.637,619.631
5,blue_filtered_s001_top_20250619_t1.jpg,237.5,61.5
200,blue_filtered_s001_top_20250619_t1.jpg,502.5,137.5
201,blue_filtered_s001_top_20250619_t1.jpg,443.5,107.5
205,blue_filtered_s001_top_20250619_t1.jpg,22,117
93,blue_filtered_s001_top_20250624_t1.jpg,597,556
95,blue_filtered_s001_top_20250624_t1.jpg,460,491
96,blue_filtered_s001_top_20250624_t1.jpg,470,400
272,blue_filtered_s001_top_20250624_t1.jpg,611,572
41,blue_filtered_s001_top_20250703_t0.png,372,380
46,blue_filtered_s001_top_20250703_t0.png,507,75
261,blue_filtered_s001_top_20250703_t0.png,335,600
262,blue_filtered_s001_top_20250703_t0.png,368,492
30,blue_filtered_s002_top_20250707_t0,364.000,292.000
31,blue_filtered_s002_top_20250707_t0,140.500,281.500
32,blue_filtered_s002_top_20250707_t0,329.500,181.500
33,blue_filtered_s002_top_20250707_t0,492.500,336.500
34,blue_filtered_s002_top_20250707_t0,71.500,372.500
223,blue_filtered_s002_top_20250707_t0,306.500,288.500
227,blue_filtered_s002_top_20250707_t0,485.500,299.500
228,blue_filtered_s002_top_20250707_t0,505.500,393.500
229,blue_filtered_s002_top_20250707_t0,100.500,597.500
75,blue_filtered_s003_top_20250619_t1,481.000,589.000
76,blue_filtered_s003_top_20250619_t1,205.000,428.000
138,blue_filtered_s003_top_20250619_t1,433.000,412.000
140,blue_filtered_s003_top_20250619_t1,419.000,225.000
61,blue_filtered_s003_top_20250624_t1,506.000,499.000
63,blue_filtered_s003_top_20250624_t1,269.304,147.997
119,blue_filtered_s003_top_20250624_t1,397.931,90.480
273,blue_filtered_s003_top_20250624_t1,253.618,316.363
274,blue_filtered_s003_top_20250624_t1,397.931,272.441
275,blue_filtered_s003_top_20250624_t1,447.082,78.977
397,blue_filtered_s003_top_20250624_t1,328.912,598.716
11,blue_filtered_s003_top_20250711_t0,299.000,268.000
211,blue_filtered_s003_top_20250711_t0,481.500,103.500
315,blue_filtered_s003_top_20250711_t0,298.500,76.500
378,blue_filtered_s003_top_20250711_t0,505.500,234.500
379,blue_filtered_s003_top_20250711_t0,410.500,247.500
380,blue_filtered_s003_top_20250711_t0,105.500,94.500
61,blue_filtered_s004_top_20250624_t1.jpg,495,168
62,blue_filtered_s004_top_20250624_t1.jpg,260.5,285.5
66,blue_filtered_s004_top_20250624_t1.jpg,467.5,618.5
116,blue_filtered_s004_top_20250624_t1.jpg,549.5,375.5
121,blue_filtered_s004_top_20250624_t1.jpg,321.5,358.5
123,blue_filtered_s004_top_20250624_t1.jpg,189.5,491.5
91,blue_filtered_s004_top_20250709_t0.JPG,405,527
126,blue_filtered_s004_top_20250709_t0.JPG,350.5,281.5
129,blue_filtered_s004_top_20250709_t0.JPG,332.5,524.5
130,blue_filtered_s004_top_20250709_t0.JPG,371.5,-0.5
77,blue_filtered_s005_top_20250711_t0.jpg,310.5,423.5
78,blue_filtered_s005_top_20250711_t0.jpg,470.5,387.5
89,blue_filtered_s005_top_20250711_t0.jpg,595.5,241.5
145,blue_filtered_s005_top_20250711_t0.jpg,592.5,393.5
146,blue_filtered_s005_top_20250711_t0.jpg,407.5,164.5
147,blue_filtered_s005_top_20250711_t0.jpg,159,350
148,blue_filtered_s005_top_20250711_t0.jpg,253.5,291.5
149,blue_filtered_s005_top_20250711_t0.jpg,279.5,134.5
150,blue_filtered_s005_top_20250711_t0.jpg,458.5,431.5
9,blue_filtered_s006_top_20250707_t0,347.000,605.000
212,blue_filtered_s006_top_20250707_t0,282.899,217.016
317,blue_filtered_s006_top_20250707_t0,51.788,410.480
318,blue_filtered_s006_top_20250707_t0,197.147,590.350
319,blue_filtered_s006_top_20250707_t0,218.062,206.559
320,blue_filtered_s006_top_20250707_t0,411.526,3.683
321,blue_filtered_s006_top_20250707_t0,420.938,319.500
322,blue_filtered_s006_top_20250707_t0,421.984,562.114
380,blue_filtered_s006_top_20250707_t0,82.114,206.559
389,blue_filtered_s006_top_20250707_t0,281.853,65.382
11,blue_filtered_s007_top_20250707_t0.png,298,213
211,blue_filtered_s007_top_20250707_t0.png,132,334
315,blue_filtered_s007_top_20250707_t0.png,299,363
379,blue_filtered_s007_top_20250707_t0.png,199,196
96,blue_filtered_s007_top_20250711_t0.JPG,574,468
370,blue_filtered_s007_top_20250711_t0.JPG,136,475
371,blue_filtered_s007_top_20250711_t0.JPG,284,473
372,blue_filtered_s007_top_20250711_t0.JPG,428,471
9,blue_filtered_s009_top_20250619_t1.jpg,12,419
317,blue_filtered_s009_top_20250619_t1.jpg,502,580
318,blue_filtered_s009_top_20250619_t1.jpg,224,383
324,blue_filtered_s009_top_20250619_t1.jpg,135,72
79,blue_filtered_s010_top_20250711_t0.JPG,489.5,327.5
80,blue_filtered_s010_top_20250711_t0.JPG,217.5,407.5
81,blue_filtered_s010_top_20250711_t0.JPG,49.5,421.5
82,blue_filtered_s010_top_20250711_t0.JPG,81.5,353.5
84,blue_filtered_s010_top_20250711_t0.JPG,368,130
152,blue_filtered_s010_top_20250711_t0.JPG,400.5,260.5
153,blue_filtered_s010_top_20250711_t0.JPG,102.5,548.5
154,blue_filtered_s010_top_20250711_t0.JPG,13.5,502.5
156,blue_filtered_s010_top_20250711_t0.JPG,494.5,217.5
157,blue_filtered_s010_top_20250711_t0.JPG,441.5,452.5
143,blue_filtered_s011_top_20250619_t1,383.000,430.000
287,blue_filtered_s011_top_20250619_t1,577.000,549.000
288,blue_filtered_s011_top_20250619_t1,263.000,320.000
289,blue_filtered_s011_top_20250619_t1,152.000,222.000
38,blue_filtered_s012_top_20250707_t0,317.000,317.000
230,blue_filtered_s012_top_20250707_t0,389.000,80.000
236,blue_filtered_s012_top_20250707_t0,296.000,435.000
237,blue_filtered_s012_top_20250707_t0,360.000,545.000
69,blue_filtered_s013_top_20250704_t1.JPG,260,140
70,blue_filtered_s013_top_20250704_t1.JPG,358,453
136,blue_filtered_s013_top_20250704_t1.JPG,206,185
136,blue_filtered_s013_top_20250704_t1.JPG,347,406
19,blue_filtered_s017_top_20250704_t0.JPG,151,636
25,blue_filtered_s017_top_20250704_t0.JPG,339,383
256,blue_filtered_s017_top_20250704_t0.JPG,402,546
269,blue_filtered_s017_top_20250704_t0.JPG,306,536
77,blurred_0001_top_20250623_t0.jpg,501.5,237.5
78,blurred_0001_top_20250623_t0.jpg,340.5,275.5
89,blurred_0001_top_20250623_t0.jpg,231.5,417.5
145,blurred_0001_top_20250623_t0.jpg,228.5,268.5
146,blurred_0001_top_20250623_t0.jpg,445.5,509.5
147,blurred_0001_top_20250623_t0.jpg,638.5,316.5
148,blurred_0001_top_20250623_t0.jpg,556,373
150,blurred_0001_top_20250623_t0.jpg,378.5,230.5
64,blurred_0001_top_20250624_t0,230.000,561.000
119,blurred_0001_top_20250624_t0,407.000,370.000
120,blurred_0001_top_20250624_t0,269.000,193.000
274,blurred_0001_top_20250624_t0,580.000,404.000
275,blurred_0001_top_20250624_t0,397.000,213.000
79,blurred_0001_top_20250630_t0,7.000,335.000
80,blurred_0001_top_20250630_t0,322.637,315.317
81,blurred_0001_top_20250630_t0,511.918,328.912
82,blurred_0001_top_20250630_t0,470.088,393.748
84,blurred_0001_top_20250630_t0,129.173,606.036
152,blurred_0001_top_20250630_t0,160.546,440.807
153,blurred_0001_top_20250630_t0,451.265,186.690
154,blurred_0001_top_20250630_t0,545.382,255.709
155,blurred_0001_top_20250630_t0,615.448,115.578
157,blurred_0001_top_20250630_t0,72.703,211.788
77,blurred_0001_top_20250702_t0,282.000,28.000
147,blurred_0001_top_20250702_t0,595.578,459.631
148,blurred_0001_top_20250702_t0,352.964,457.539
293,blurred_0001_top_20250702_t0,475.317,495.186
390,blurred_0001_top_20250702_t0,64.337,586.167
391,blurred_0001_top_20250702_t0,569.435,123.944
392,blurred_0001_top_20250702_t0,448.127,83.160
77,blurred_0001_top_20250702_t1.jpg,286.5,36.5
147,blurred_0001_top_20250702_t1.jpg,608,457
148,blurred_0001_top_20250702_t1.jpg,357.5,443.5
149,blurred_0001_top_20250702_t1.jpg,137.5,637.5
53,blurred_0001_top_20250703_t0.JPG,171.5,546.5
55,blurred_0001_top_20250703_t0.JPG,612.5,305.5
140,blurred_0001_top_20250703_t0.JPG,531.5,343.5
239,blurred_0001_top_20250703_t0.JPG,615,85
241,blurred_0001_top_20250703_t0.JPG,608.5,439.5
242,blurred_0001_top_20250703_t0.JPG,169.5,627.5
243,blurred_0001_top_20250703_t0.JPG,185.5,324.5
55,blurred_0001_top_20250703_t1.JPG,516,487
239,blurred_0001_top_20250703_t1.JPG,500,243
240,blurred_0001_top_20250703_t1.JPG,452,538
243,blurred_0001_top_20250703_t1.JPG,84,578
41,blurred_0001_top_20250705_t0,93.000,358.000
44,blurred_0001_top_20250705_t0,405.252,62.245
45,blurred_0001_top_20250705_t0,302.768,596.624
257,blurred_0001_top_20250705_t0,386.428,152.180
260,blurred_0001_top_20250705_t0,180.415,135.448
261,blurred_0001_top_20250705_t0,87.343,224.337
262,blurred_0001_top_20250705_t0,75.840,296.493
41,blurred_0001_top_20250705_t1.JPG,164.5,371.5
42,blurred_0001_top_20250705_t1.JPG,241.5,103.5
43,blurred_0001_top_20250705_t1.JPG,468,560
44,blurred_0001_top_20250705_t1.JPG,371.5,155.5
45,blurred_0001_top_20250705_t1.JPG,299.5,514.5
46,blurred_0001_top_20250705_t1.JPG,135.5,520.5
257,blurred_0001_top_20250705_t1.JPG,356.5,221.5
259,blurred_0001_top_20250705_t1.JPG,244.5,54.5
260,blurred_0001_top_20250705_t1.JPG,217.5,210.5
261,blurred_0001_top_20250705_t1.JPG,154.5,272.5
262,blurred_0001_top_20250705_t1.JPG,151.5,326.5
263,blurred_0001_top_20250705_t1.JPG,284.5,570.5
21,blurred_0001_top_20250707_t1,216.000,237.000
23,blurred_0001_top_20250707_t1,441.000,355.000
24,blurred_0001_top_20250707_t1,379.000,81.000
207,blurred_0001_top_20250707_t1,306.000,239.000
252,blurred_0001_top_20250707_t1,216.000,326.000
73,blurred_0001_top_20250711_t0,36.000,387.000
75,blurred_0001_top_20250711_t0,609.500,264.500
137,blurred_0001_top_20250711_t0,544.500,106.500
143,blurred_0001_top_20250711_t0,195.500,320.500
73,blurred_0001_top_20250711_t1.jpg,38,343
74,blurred_0001_top_20250711_t1.jpg,39.5,638.5
75,blurred_0001_top_20250711_t1.jpg,608.5,269.5
137,blurred_0001_top_20250711_t1.jpg,543.5,106.5
143,blurred_0001_top_20250711_t1.jpg,192.5,317.5
40,blurred_0002_top_20250618_t0.jpg,331,519
338,blurred_0002_top_20250618_t0.jpg,385,310
339,blurred_0002_top_20250618_t0.jpg,324,315
340,blurred_0002_top_20250618_t0.jpg,421,237
1,blurred_0002_top_20250623_t0,180.000,288.000
6,blurred_0002_top_20250623_t0,544.500,52.500
200,blurred_0002_top_20250623_t0,375.500,81.500
201,blurred_0002_top_20250623_t0,300.500,306.500
52,blurred_0002_top_20250703_t1,319.000,444.000
246,blurred_0002_top_20250703_t1,399.000,510.000
247,blurred_0002_top_20250703_t1,405.000,254.000
248,blurred_0002_top_20250703_t1,233.000,484.000
58,blurred_0002_top_20250704_t0-1,103.000,81.000
60,blurred_0002_top_20250704_t0-1,418.500,603.500
99,blurred_0002_top_20250704_t0-1,193.500,284.500
100,blurred_0002_top_20250704_t0-1,183.500,592.500
101,blurred_0002_top_20250704_t0-1,423.500,151.500
102,blurred_0002_top_20250704_t0-1,426.500,295.500
103,blurred_0002_top_20250704_t0-1,618.500,315.500
105,blurred_0002_top_20250704_t0-1,424.500,455.500
106,blurred_0002_top_20250704_t0-1,104.500,585.500
108,blurred_0002_top_20250704_t0-1,612.500,469.500
58,blurred_0002_top_20250704_t1,250.000,88.000
99,blurred_0002_top_20250704_t1,340.000,303.000
101,blurred_0002_top_20250704_t1,573.000,159.000
102,blurred_0002_top_20250704_t1,575.000,317.000
105,blurred_0002_top_20250704_t1,569.000,469.000
109,blurred_0002_top_20250704_t1,137.000,279.000
41,blurred_0002_top_20250705_t0,164.000,277.000
45,blurred_0002_top_20250705_t0,385.000,524.000
46,blurred_0002_top_20250705_t0,125.000,537.000
261,blurred_0002_top_20250705_t0,150.000,131.000
262,blurred_0002_top_20250705_t0,148.000,214.000
263,blurred_0002_top_20250705_t0,370.000,611.000
21,blurred_0002_top_20250707_t0.png,243,594
24,blurred_0002_top_20250707_t0.png,397,426
254,blurred_0002_top_20250707_t0.png,351,228
255,blurred_0002_top_20250707_t0.png,337,35
9,blurred_0002_top_20250711_t0.JPG,152.5,150.5
10,blurred_0002_top_20250711_t0.JPG,613.5,291.5
11,blurred_0002_top_20250711_t0.JPG,355.5,374.5
12,blurred_0002_top_20250711_t0.JPG,152,559
211,blurred_0002_top_20250711_t0.JPG,427.5,309.5
212,blurred_0002_top_20250711_t0.JPG,184.5,311.5
213,blurred_0002_top_20250711_t0.JPG,601.5,245.5
21,blurred_0003_top_20250623_t0,312.000,385.000
22,blurred_0003_top_20250623_t0,365.500,173.500
23,blurred_0003_top_20250623_t0,232.500,257.500
24,blurred_0003_top_20250623_t0,220.500,388.500
252,blurred_0003_top_20250623_t0,316.500,348.500
253,blurred_0003_top_20250623_t0,182.500,412.500
254,blurred_0003_top_20250623_t0,213.500,495.500
255,blurred_0003_top_20250623_t0,196.500,586.500
145,blurred_0003_top_20250703_t0.JPG,342,448
147,blurred_0003_top_20250703_t0.JPG,631,465
148,blurred_0003_top_20250703_t0.JPG,567,512
151,blurred_0003_top_20250703_t0.JPG,192,392
20,blurred_0003_top_20250707_t0.png,402.5,463.5
254,blurred_0003_top_20250707_t0.png,540.5,636.5
255,blurred_0003_top_20250707_t0.png,469.5,447.5
264,blurred_0003_top_20250707_t0.png,179,202
265,blurred_0003_top_20250707_t0.png,138.5,329.5
266,blurred_0003_top_20250707_t0.png,209.5,457.5
20,blurred_0003_top_20250707_t1,284.000,361.000
25,blurred_0003_top_20250707_t1,173.095,154.271
254,blurred_0003_top_20250707_t1,351.918,593.487
255,blurred_0003_top_20250707_t1,338.324,401.069
78,blurred_0003_top_20250708_t0,385.000,547.000
89,blurred_0003_top_20250708_t0,245.000,289.000
145,blurred_0003_top_20250708_t0,359.000,268.000
150,blurred_0003_top_20250708_t0,441.000,639.000
89,blurred_0003_top_20250708_t1,233.000,604.000
145,blurred_0003_top_20250708_t1,361.330,583.029
151,blurred_0003_top_20250708_t1,383.291,108.258
295,blurred_0003_top_20250708_t1,429.304,568.389
296,blurred_0003_top_20250708_t1,301.722,98.846
11,blurred_0003_top_20250711_t0.JPG,391,373
315,blurred_0003_top_20250711_t0.JPG,391,211
378,blurred_0003_top_20250711_t0.JPG,594,356
379,blurred_0003_top_20250711_t0.JPG,542,361
11,blurred_0003_top_20250711_t1,392.000,374.000
211,blurred_0003_top_20250711_t1,552.703,229.565
212,blurred_0003_top_20250711_t1,34.010,220.154
315,blurred_0003_top_20250711_t1,391.657,202.376
316,blurred_0003_top_20250711_t1,348.781,42.376
378,blurred_0003_top_20250711_t1,578.846,347.735
379,blurred_0003_top_20250711_t1,494.141,360.284
380,blurred_0003_top_20250711_t1,221.199,213.879
389,blurred_0003_top_20250711_t1,28.781,367.605
67,blurred_0004_top_20250624_t0.jpg,428,62
127,blurred_0004_top_20250624_t0.jpg,525,564
128,blurred_0004_top_20250624_t0.jpg,167,606
284,blurred_0004_top_20250624_t0.jpg,423,173
38,blurred_0004_top_20250626_t0,236.000,377.000
236,blurred_0004_top_20250626_t0,207.000,605.000
333,blurred_0004_top_20250626_t0,356.000,103.000
334,blurred_0004_top_20250626_t0,354.000,401.000
335,blurred_0004_top_20250626_t0,235.000,78.000
73,blurred_0004_top_20250703_t0.JPG,191,387
74,blurred_0004_top_20250703_t0.JPG,132.5,636.5
137,blurred_0004_top_20250703_t0.JPG,636.5,203.5
143,blurred_0004_top_20250703_t0.JPG,326.5,379.5
73,blurred_0004_top_20250703_t1,175.000,430.000
143,blurred_0004_top_20250703_t1,323.000,380.000
287,blurred_0004_top_20250703_t1,208.000,422.000
288,blurred_0004_top_20250703_t1,402.000,373.000
289,blurred_0004_top_20250703_t1,483.000,367.000
290,blurred_0004_top_20250703_t1,564.000,357.000
292,blurred_0004_top_20250703_t1,560.000,212.000
9,blurred_0004_top_20250705_t0.JPG,430.5,170.5
11,blurred_0004_top_20250705_t0.JPG,254.5,511.5
12,blurred_0004_top_20250705_t0.JPG,164.5,49.5
211,blurred_0004_top_20250705_t0.JPG,310.5,635.5
212,blurred_0004_top_20250705_t0.JPG,328.5,204.5
217,blurred_0004_top_20250705_t0.JPG,576,289
20,blurred_0004_top_20250707_t0,294.000,442.000
25,blurred_0004_top_20250707_t0,179.000,217.000
255,blurred_0004_top_20250707_t0,353.000,488.000
268,blurred_0004_top_20250707_t0,638.000,273.000
9,blurred_0005_top_20250623_t0,349.000,274.000
12,blurred_0005_top_20250623_t0,113.000,429.000
217,blurred_0005_top_20250623_t0,511.000,315.000
212,blurred_0005_top_20250623_t0,248.000,373.000
10,blurred_0005_top_20250703_t0.JPG,529,129
13,blurred_0005_top_20250703_t0.JPG,216,153
213,blurred_0005_top_20250703_t0.JPG,427,130
215,blurred_0005_top_20250703_t0.JPG,309,4
58,blurred_0005_top_20250704_t1,590.000,91.000
65,blurred_0005_top_20250704_t1,280.500,48.500
109,blurred_0005_top_20250704_t1,477.500,266.500
110,blurred_0005_top_20250704_t1,460.500,564.500
111,blurred_0005_top_20250704_t1,379.500,253.500
112,blurred_0005_top_20250704_t1,365.500,552.500
113,blurred_0005_top_20250704_t1,180.500,230.500
114,blurred_0005_top_20250704_t1,170.500,534.500
51,blurred_0005_top_20250705_t1.JPG,408,188
52,blurred_0005_top_20250705_t1.JPG,479,411
55,blurred_0005_top_20250705_t1.JPG,408,83
241,blurred_0005_top_20250705_t1.JPG,405,51
26,blurred_0005_top_20250707_t0,205.000,219.000
28,blurred_0005_top_20250707_t0,418.500,109.500
218,blurred_0005_top_20250707_t0,248.500,350.500
330,blurred_0005_top_20250707_t0,414.500,435.500
395,blurred_0005_top_20250707_t0,332.500,137.500
61,blurred_0005_top_20250709_t1.png,488,303
63,blurred_0005_top_20250709_t1.png,301.5,515.5
64,blurred_0005_top_20250709_t1.png,200.5,388.5
116,blurred_0005_top_20250709_t1.png,595.5,317.5
119,blurred_0005_top_20250709_t1.png,297.5,324.5
120,blurred_0005_top_20250709_t1.png,247.5,222.5
121,blurred_0005_top_20250709_t1.png,585.5,563.5
67,blurred_0006_top_20250703_t0.png,412.5,2.5
127,blurred_0006_top_20250703_t0.png,468.5,381.5
128,blurred_0006_top_20250703_t0.png,195.5,538.5
131,blurred_0006_top_20250703_t0.png,481,637
127,blurred_0006_top_20250703_t1,457.000,384.000
128,blurred_0006_top_20250703_t1,228.000,478.000
281,blurred_0006_top_20250703_t1,236.000,80.000
284,blurred_0006_top_20250703_t1,402.000,100.000
285,blurred_0006_top_20250703_t1,400.000,308.000
398,blurred_0006_top_20250703_t1,172.000,523.000
399,blurred_0006_top_20250703_t1,220.000,209.000
18,blurred_0006_top_20250705_t1,524.000,522.000
19,blurred_0006_top_20250705_t1,338.324,348.781
24,blurred_0006_top_20250705_t1,69.565,238.977
253,blurred_0006_top_20250705_t1,108.258,226.428
256,blurred_0006_top_20250705_t1,331.003,221.199
268,blurred_0006_top_20250705_t1,229.565,115.578
269,blurred_0006_top_20250705_t1,310.088,259.892
35,blurred_0006_top_20250707_t0,302.000,199.000
36,blurred_0006_top_20250707_t0,357.500,433.500
232,blurred_0006_top_20250707_t0,177.500,282.500
233,blurred_0006_top_20250707_t0,29.500,573.500
234,blurred_0006_top_20250707_t0,29.500,448.500
235,blurred_0006_top_20250707_t0,12.500,293.500
35,blurred_0006_top_20250707_t1,577.000,181.000
36,blurred_0006_top_20250707_t1,631.500,416.500
37,blurred_0006_top_20250707_t1,130.500,553.500
230,blurred_0006_top_20250707_t1,61.500,428.500
231,blurred_0006_top_20250707_t1,96.500,271.500
232,blurred_0006_top_20250707_t1,453.500,261.500
233,blurred_0006_top_20250707_t1,305.500,548.500
234,blurred_0006_top_20250707_t1,301.500,424.500
235,blurred_0006_top_20250707_t1,291.500,265.500
77,blurred_0006_top_20250711_t0.JPG,356,491
147,blurred_0006_top_20250711_t0.JPG,94,270
148,blurred_0006_top_20250711_t0.JPG,276,225
150,blurred_0006_top_20250711_t0.JPG,564,570
77,blurred_0006_top_20250711_t1,355.000,509.000
78,blurred_0006_top_20250711_t1,629.000,527.000
146,blurred_0006_top_20250711_t1,556.000,110.000
147,blurred_0006_top_20250711_t1,93.000,271.000
148,blurred_0006_top_20250711_t1,272.000,225.000
91,blurred_0007_top_20250703_t0,404.000,276.000
92,blurred_0007_top_20250703_t0,330.500,530.500
126,blurred_0007_top_20250703_t0,325.500,56.500
129,blurred_0007_top_20250703_t0,325.500,326.500
91,blurred_0007_top_20250703_t1.png,411,288
126,blurred_0007_top_20250703_t1.png,323,17
129,blurred_0007_top_20250703_t1.png,317,341
283,blurred_0007_top_20250703_t1.png,202,291
65,blurred_0007_top_20250704_t1,562.000,46.000
113,blurred_0007_top_20250704_t1,473.000,237.000
114,blurred_0007_top_20250704_t1,466.000,531.000
115,blurred_0007_top_20250704_t1,262.000,111.000
116,blurred_0007_top_20250704_t1,83.000,223.000
117,blurred_0007_top_20250704_t1,81.000,521.000
118,blurred_0007_top_20250704_t1,272.000,527.000
10,blurred_0007_top_20250705_t0,401.000,465.000
15,blurred_0007_top_20250705_t0,236.886,112.441
17,blurred_0007_top_20250705_t0,139.631,142.768
210,blurred_0007_top_20250705_t0,232.703,388.520
213,blurred_0007_top_20250705_t0,405.252,524.467
214,blurred_0007_top_20250705_t0,257.801,481.591
1215,blurred_0007_top_20250705_t0,359.239,616.493
10,blurred_0007_top_20250705_t1,404.000,463.000
15,blurred_0007_top_20250705_t1,235.840,103.029
17,blurred_0007_top_20250705_t1,143.814,141.722
210,blurred_0007_top_20250705_t1,233.748,389.565
213,blurred_0007_top_20250705_t1,403.160,524.467
214,blurred_0007_top_20250705_t1,257.801,483.683
215,blurred_0007_top_20250705_t1,357.147,616.493
27,blurred_0007_top_20250707_t0,333.000,563.000
28,blurred_0007_top_20250707_t0,31.918,298.585
230,blurred_0007_top_20250707_t0,263.029,449.173
231,blurred_0007_top_20250707_t0,278.716,291.265
233,blurred_0007_top_20250707_t0,511.918,555.840
234,blurred_0007_top_20250707_t0,506.690,436.624
235,blurred_0007_top_20250707_t0,497.278,281.853
37,blurred_0007_top_20250707_t1.JPG,474,517
230,blurred_0007_top_20250707_t1.JPG,399,398
231,blurred_0007_top_20250707_t1.JPG,406,237
237,blurred_0007_top_20250707_t1.JPG,9,373
240,blurred_0007_top_20250711_t0,107.000,329.000
364,blurred_0007_top_20250711_t0,534.000,343.000
365,blurred_0007_top_20250711_t0,413.000,339.000
366,blurred_0007_top_20250711_t0,234.000,333.000
367,blurred_0007_top_20250711_t0,220.000,158.000
240,blurred_0007_top_20250711_t1,102.000,321.000
364,blurred_0007_top_20250711_t1,535.500,345.500
365,blurred_0007_top_20250711_t1,414.500,337.500
366,blurred_0007_top_20250711_t1,295.500,331.500
367,blurred_0007_top_20250711_t1,219.500,156.500
63,blurred_0008_top_20250618_t0.jpg,610,224
64,blurred_0008_top_20250618_t0.jpg,487,308
119,blurred_0008_top_20250618_t0.jpg,264,44
120,blurred_0008_top_20250618_t0.jpg,210,441
65,blurred_0008_top_20250704_t1.JPG,470,46
111,blurred_0008_top_20250704_t1.JPG,573.5,238.5
112,blurred_0008_top_20250704_t1.JPG,568.5,532.5
113,blurred_0008_top_20250704_t1.JPG,376.5,231.5
114,blurred_0008_top_20250704_t1.JPG,375.5,529.5
115,blurred_0008_top_20250704_t1.JPG,169.5,113.5
118,blurred_0008_top_20250704_t1.JPG,143.5,518.5
17,blurred_0008_top_20250707_t1.JPG,306.5,411.5
38,blurred_0008_top_20250707_t1.JPG,475.5,247.5
39,blurred_0008_top_20250707_t1.JPG,142.5,391.5
40,blurred_0008_top_20250707_t1.JPG,121,149
136,blurred_0008_top_20250707_t1.JPG,382.5,216.5
31,blurred_0008_top_20250708_t0,516.000,403.000
34,blurred_0008_top_20250708_t0,386.428,131.265
229,blurred_0008_top_20250708_t0,113.487,295.448
331,blurred_0008_top_20250708_t0,181.461,629.042
31,blurred_0008_top_20250708_t1.JPG,531,356
34,blurred_0008_top_20250708_t1.JPG,417,73
229,blurred_0008_top_20250708_t1.JPG,155,137
331,blurred_0008_top_20250708_t1.JPG,196,457
53,blurred_0008_top_20250709_t1,542.000,198.000
55,blurred_0008_top_20250709_t1,118.000,528.000
240,blurred_0008_top_20250709_t1,208.000,465.000
241,blurred_0008_top_20250709_t1,118.000,397.000
242,blurred_0008_top_20250709_t1,532.000,127.000
243,blurred_0008_top_20250709_t1,566.000,399.000
52,blurred_0008_top_20250711_t0,45.000,513.000
248,blurred_0008_top_20250711_t0,221.000,432.000
358,blurred_0008_top_20250711_t0,350.000,426.000
360,blurred_0008_top_20250711_t0,160.000,310.000
52,blurred_0008_top_20250711_t1,46.000,509.000
56,blurred_0008_top_20250711_t1,490.500,512.500
248,blurred_0008_top_20250711_t1,217.500,427.500
358,blurred_0008_top_20250711_t1,349.500,420.500
360,blurred_0008_top_20250711_t1,158.500,314.500
362,blurred_0008_top_20250711_t1,412.500,234.500
363,blurred_0008_top_20250711_t1,530.500,399.500
68,blurred_0009_top_20250624_t0.jpg,379.5,320.5
124,blurred_0009_top_20250624_t0.jpg,304.5,127.5
125,blurred_0009_top_20250624_t0.jpg,424,417
130,blurred_0009_top_20250624_t0.jpg,363.5,126.5
27,blurred_0009_top_20250630_t0,292.000,381.000
221,blurred_0009_top_20250630_t0,411.500,389.500
327,blurred_0009_top_20250630_t0,319.500,395.500
328,blurred_0009_top_20250630_t0,314.500,86.500
329,blurred_0009_top_20250630_t0,418.500,151.500
58,blurred_0009_top_20250703_t1,416.000,72.000
60,blurred_0009_top_20250703_t1,209.000,491.000
99,blurred_0009_top_20250703_t1,333.000,190.000
101,blurred_0009_top_20250703_t1,394.000,485.000
102,blurred_0009_top_20250703_t1,332.000,495.000
105,blurred_0009_top_20250703_t1,269.000,495.000
57,blurred_0009_top_20250704_t0,544.000,325.000
59,blurred_0009_top_20250704_t0,478.000,130.000
60,blurred_0009_top_20250704_t0,342.000,563.000
103,blurred_0009_top_20250704_t0,487.000,341.000
107,blurred_0009_top_20250704_t0,608.000,489.000
108,blurred_0009_top_20250704_t0,489.000,448.000
58,blurred_0009_top_20250704_t1.png,164,115
60,blurred_0009_top_20250704_t1.png,426,502
99,blurred_0009_top_20250704_t1.png,237,272
100,blurred_0009_top_20250704_t1.png,237,502
41,blurred_0009_top_20250705_t0.png,93.5,305.5
